,id,neighbourhood,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,cancellation_policy,price
1813,10044,1,1,2,50,202,3.0,1,50,16,False,1.0,1,1,True,500,1,0,1000,False,2,2
1814,638,3,1,2,100,203,1.0,1,75,13,False,1.0,2,4,True,2000,4,1250,100,True,1,4
1815,7234,13,2,6,5,203,0.2,4,75,15,False,1.0,1,1,True,1000,1,0,100,True,3,1
1816,1195,12,1,5,20,1912,0.2,1,350,13,True,2.0,1,2,True,1000,1,0,250,True,2,2
1817,7199,15,1,3,30,202,1.8,2,350,18,False,1.0,1,2,True,500,1,0,250,False,1,1
1818,4456,2,1,2,100,203,3.0,6,350,10,False,1.0,0,1,True,1000,1,0,1000,False,1,4
1819,4093,6,4,1,1,18,0.04,6,176,17,True,1.0,1,1,True,500,1,0,1000,False,2,2
1820,12699,1,1,3,2,203,0.2,2,350,12,False,1.0,2,4,True,1000,5,800,1000,False,1,4
1821,11301,1,1,6,5,203,0.5,1,75,18,False,1.5,1,1,True,1000,1,0,100,True,1,3
1822,2122,15,1,2,20,205,0.5,1,300,15,True,1.0,1,1,True,500,1,0,1000,True,2,1
1823,4916,5,1,2,30,1911,1.0,1,200,16,True,1.0,0,1,True,1000,1,500,1000,False,1,2
1824,7821,2,1,1,3,192,0.2,1,0,18,True,1.5,2,4,True,100,1,0,25,False,3,2
1825,6623,1,1,3,75,203,3.0,2,200,12,False,1.0,1,1,True,2000,2,1500,100,True,3,4
1826,4971,2,1,2,50,202,1.0,6,176,12,True,1.0,1,1,True,2000,1,0,1000,False,1,2
1827,4991,1,1,1,50,202,1.0,2,75,17,False,2.0,2,3,True,2000,2,1250,1000,False,3,4
1828,13655,2,1,2,1,203,0.2,1,176,16,True,2.5,3,3,True,3000,1,0,1000,True,2,4
1829,5831,1,1,5,10,195,0.2,5,75,16,True,1.0,0,1,True,500,1,0,100,False,1,1
1830,9043,15,1,2,8,202,0.5,1,150,18,True,1.5,1,3,True,500,1,1000,0,True,1,1
1831,9418,5,1,2,10,199,0.75,1,150,193,False,1.0,1,1,True,500,3,200,1000,True,2,1
1832,10319,2,1,2,10,203,0.75,1,100,13,False,1.0,2,4,True,2000,1,0,1000,True,3,4
1833,11999,1,1,6,2,202,0.2,4,50,198,True,2.5,1,1,True,1000,1,0,1000,False,1,3
1834,12466,2,1,3,10,205,1.8,5,150,16,False,1.0,1,1,True,1000,2,0,100,False,2,2
1835,1419,2,1,2,50,202,0.75,5,350,12,False,1.5,2,3,True,3000,2,800,100,True,2,4
1836,930,1,1,3,8,201,0.2,1,350,13,True,1.0,0,1,True,0,1,0,1000,True,2,3
1837,9858,15,1,1,5,1911,0.2,1,100,13,False,1.0,0,1,True,500,1,0,50,False,2,1
1838,12715,10,1,1,3,202,0.5,3,300,15,True,1.5,1,1,True,1000,1,300,1000,True,3,1
1839,290,2,1,6,3,18,0.05,2,100,12,True,3.0,3,3,True,4000,1,0,100,False,1,4
1840,3233,1,1,4,5,201,0.1,3,300,13,True,2.5,3,4,True,4000,2,600,1000,True,1,4
1841,8046,3,1,2,2,1910,0.1,4,350,15,True,1.0,1,2,True,1000,2,300,100,False,2,3
1842,9482,2,1,3,1,1911,0.1,1,176,193,True,1.0,1,2,True,1000,1,0,1000,False,2,3
1843,4367,8,1,6,1,18,0.04,6,350,13,True,1.0,1,1,True,3000,1,0,1000,True,1,1
1844,667,10,1,6,1,15,0.01,1,350,13,True,2.0,1,2,True,2000,1,800,1250,True,1,4
1845,3596,2,2,1,20,193,0.2,1,350,12,True,1.0,1,1,True,0,1,0,1000,True,3,1
1846,7413,8,1,6,3,201,0.5,1,300,13,False,1.5,2,3,True,4000,1,0,1000,True,1,3
1847,13542,1,1,3,5,203,1.0,6,176,12,True,1.0,2,3,True,500,1,0,25,True,2,3
1848,11328,2,1,2,15,201,1.0,1,350,18,False,1.0,1,1,True,500,1,1500,25,True,2,3
1849,6036,12,1,3,5,199,0.2,1,350,18,False,1.0,1,2,True,500,1,0,1000,False,2,1
1850,10226,1,1,6,5,201,0.5,3,50,194,False,1.5,1,2,True,3000,1,1500,1000,True,1,4
1851,6450,9,1,2,30,203,1.0,1,50,17,False,3.0,1,1,True,0,1,0,25,False,3,1
1852,8712,3,1,2,5,194,0.2,1,350,12,True,1.0,1,1,True,0,1,0,25,True,2,4
1853,5758,15,1,6,1,18,0.06,1,150,14,True,1.0,1,1,True,4000,1,0,50,False,1,4
1854,6459,8,1,5,8,194,0.2,1,250,18,True,1.0,1,2,True,0,3,0,1000,False,3,2
1855,2089,1,1,1,100,203,1.8,4,75,13,False,1.5,2,3,True,3000,4,1000,1000,False,3,4
1856,606,1,1,1,10,202,0.1,5,350,12,False,1.0,1,1,True,500,1,800,1000,True,2,3
1857,1475,1,1,2,100,206,1.8,1,350,14,True,1.0,0,1,True,1000,1,0,1000,True,1,2
1858,317,12,1,4,10,203,0.1,1,300,12,False,2.5,2,2,True,4000,4,0,1000,False,3,4
1859,5934,2,2,5,10,202,0.5,6,176,14,False,3.0,1,1,True,500,1,0,1000,True,3,1
1860,11491,12,1,6,3,203,0.5,1,100,14,True,2.0,1,4,True,2000,1,0,1000,False,2,3
1861,10698,1,1,1,5,205,0.5,6,350,14,False,1.0,1,2,True,1000,2,300,1000,True,1,2
1862,1391,2,1,6,3,16,0.06,1,300,14,True,1.0,1,1,True,1000,1,0,1000,False,3,3
1863,7633,6,2,1,3,204,0.2,5,350,15,False,2.0,1,1,True,100,1,0,1000,True,1,1
1864,1324,5,1,6,3,203,0.75,1,75,14,True,1.5,1,2,True,0,3,700,250,True,3,3
1865,7727,1,1,2,50,203,3.0,2,350,12,False,2.0,1,3,True,2000,3,1000,50,False,3,4
1866,10216,1,1,4,10,203,1.0,6,350,12,True,2.0,2,3,True,3000,3,1000,1000,False,2,4
1867,12888,1,1,2,10,203,1.8,3,350,1911,False,1.5,1,3,True,500,1,0,1000,False,2,4
1868,3091,1,2,1,100,203,1.8,1,150,16,False,1.0,1,1,True,100,1,0,50,True,2,1
1869,12161,1,1,4,3,203,0.75,5,350,17,True,1.0,1,1,True,2000,1,0,1000,False,3,2
1870,9644,10,1,2,10,203,0.75,1,150,193,False,1.0,1,1,True,0,1,0,25,False,1,2
1871,5590,2,1,2,30,203,1.0,1,250,17,False,1.0,1,1,True,1000,1,0,25,True,2,3
1872,2725,9,2,6,8,203,0.1,6,350,12,False,2.5,4,1,True,0,1,300,1000,False,1,1
1873,10359,15,1,2,5,201,0.5,6,150,16,False,1.0,1,2,True,2000,1,0,1000,False,2,2
1874,7177,1,1,6,5,201,0.2,6,350,14,True,2.0,1,3,True,0,1,0,1000,False,2,4
1875,12640,2,1,1,5,203,0.5,1,350,17,True,1.0,0,2,True,500,1,300,1000,False,1,3
1876,8589,1,1,4,10,202,0.5,1,176,16,False,1.0,1,1,True,1000,1,0,1000,False,2,3
1877,3575,15,1,2,100,203,1.8,1,100,16,False,1.0,1,1,True,500,2,0,25,True,3,1
1878,12545,1,2,3,1,203,0.2,1,0,13,True,1.0,1,1,True,1000,1,0,0,True,1,2
1879,5649,1,1,6,10,193,0.2,4,0,14,True,1.0,2,2,True,100,1,0,25,False,2,2
1880,418,1,1,5,30,203,0.75,1,250,12,True,1.0,1,0,True,0,1,0,1000,False,3,1
1881,9161,3,1,3,30,203,1.8,6,250,15,True,1.0,1,1,True,1000,2,0,250,False,2,2
1882,2176,10,1,2,20,202,0.2,2,1,15,True,1.0,1,1,True,1000,1,0,50,True,1,3
1883,10265,15,1,3,10,201,0.75,1,75,195,False,1.0,1,2,True,4000,2,700,25,False,2,2
1884,8922,2,1,6,3,205,0.2,6,176,17,True,1.0,0,1,True,1000,1,0,50,True,3,1
1885,13675,6,1,3,3,206,1.0,2,300,16,False,1.0,1,2,True,1000,2,600,1000,True,1,1
1886,12210,8,1,6,10,202,1.0,1,75,15,True,1.0,1,0,True,500,1,0,25,True,3,2
1887,2498,1,1,2,8,16,0.1,1,0,10,True,1.0,1,1,True,1000,2,0,1000,True,3,1
1888,2291,6,2,1,10,203,0.2,2,1,15,True,1.0,1,1,True,100,1,0,50,True,3,1
1889,3295,15,2,3,8,18,0.1,4,100,16,True,0.5,1,1,True,1000,1,0,25,True,1,1
1890,2339,1,1,2,20,203,0.2,6,350,14,True,1.0,1,1,True,500,2,500,1000,True,3,2
1891,13052,12,1,2,3,202,0.5,1,150,1912,True,1.0,0,1,True,500,3,0,25,True,3,2
1892,443,2,2,6,50,201,0.5,4,200,12,False,1.5,1,0,True,1000,1,500,100,True,1,1
1893,2817,1,1,3,15,201,0.2,6,350,16,True,1.0,1,0,True,1000,2,0,100,False,3,3
1894,5384,2,1,6,20,203,1.0,6,350,13,True,1.0,0,1,True,1000,1,0,50,False,3,1
1895,7311,12,1,3,50,203,3.0,6,75,14,False,1.0,1,3,True,500,2,700,1000,True,1,2
1896,10753,1,1,1,30,203,3.0,1,176,196,True,1.5,2,4,True,1000,1,0,1000,False,2,4
1897,9448,6,1,5,1,201,0.1,6,350,11,True,1.0,1,2,True,4000,1,0,1000,True,1,2
1898,718,2,1,6,15,17,0.2,1,176,13,True,3.0,3,4,True,7000,1,0,1000,True,3,4
1899,4306,14,1,2,30,197,1.0,1,350,11,True,1.0,1,2,True,500,3,0,25,True,2,2
1900,332,2,1,3,30,191,0.2,1,350,12,True,1.0,2,3,True,3000,1,0,25,True,3,4
1901,8916,3,1,3,10,202,0.75,1,200,11,False,1.0,2,2,True,0,3,1250,1000,True,3,4
1902,7926,5,2,1,1,196,0.08,2,75,16,False,1.0,1,2,True,0,1,700,0,True,2,1
1903,2997,10,1,3,1,16,0.02,1,0,11,True,1.0,2,2,True,2000,1,0,1000,True,3,3
1904,4062,1,1,4,20,203,1.0,6,350,11,False,2.0,2,3,True,4000,2,1500,1000,True,1,4
1905,1550,4,1,3,15,1911,0.2,3,75,14,True,1.0,1,2,True,1000,2,600,1000,True,1,1
1906,10850,12,1,2,2,1910,0.2,2,0,17,True,1.0,1,1,True,0,1,0,0,True,2,3
1907,8502,1,1,2,5,1912,0.2,2,350,14,True,1.0,0,1,True,1000,2,0,1000,True,2,3
1908,7011,5,1,2,5,195,0.2,2,75,18,True,1.0,1,2,True,500,1,0,0,True,3,1
1909,12646,4,1,2,8,205,1.0,1,150,14,True,2.0,3,3,True,1000,5,0,1000,True,1,4
1910,1192,1,1,3,10,203,0.2,6,100,14,False,1.0,1,0,True,2000,1,0,1000,True,1,3
1911,11366,2,1,4,8,202,0.75,6,350,16,False,1.0,1,1,True,1000,1,0,250,False,3,3
1912,6381,1,1,3,5,195,0.2,4,350,17,False,1.0,1,3,True,2000,2,1000,50,False,1,4
1913,2127,13,1,2,50,203,1.0,6,300,14,True,1.0,0,1,True,500,1,0,1000,True,1,2
1914,10806,1,1,2,3,201,0.2,1,50,17,True,1.0,1,1,True,500,1,0,25,False,3,1
1915,10370,8,1,3,5,1912,0.2,1,350,15,True,1.0,0,1,True,0,1,0,1000,False,2,2
1916,8927,2,2,5,2,192,0.1,5,0,14,False,1.0,1,2,True,500,1,0,50,True,3,1
1917,1779,1,1,3,10,1911,0.2,6,350,11,True,1.0,0,2,True,0,1,0,1000,True,3,2
1918,2771,12,1,6,3,203,0.5,1,1,15,True,1.5,2,3,True,1000,4,0,1000,True,1,3
1919,9784,3,1,1,10,202,0.75,6,200,13,False,2.0,2,2,True,3000,1,0,1000,True,3,4
1920,8680,13,1,1,75,203,4.0,6,100,11,True,3.0,3,5,True,1000,2,300,50,True,4,4
1921,9884,1,1,2,10,202,0.5,1,1,14,True,1.0,0,1,True,1000,1,0,25,True,1,3
1922,11733,3,1,3,20,203,1.8,1,176,198,True,1.0,1,2,True,500,1,0,1000,False,1,1
1923,10382,1,1,3,1,197,0.08,1,75,13,True,1.0,1,1,True,2000,1,0,0,False,3,4
1924,5986,15,2,3,5,194,0.2,2,350,16,True,2.0,2,2,True,0,1,0,50,True,2,1
1925,4065,2,1,6,30,203,1.0,1,1,12,True,1.0,1,1,True,1000,1,0,100,False,3,3
1926,9794,1,1,1,5,1910,0.2,6,75,14,True,1.0,1,2,True,0,1,0,1000,True,3,2
1927,3812,1,2,1,20,203,1.0,2,75,14,False,1.0,1,1,True,0,1,600,0,False,3,1
1928,3784,11,1,6,5,18,0.1,1,0,17,True,1.0,1,1,True,1000,1,0,1000,False,3,2
1929,10175,1,1,1,50,203,4.0,1,75,195,False,1.0,1,4,True,100,1,0,25,True,1,2
1930,1638,1,2,4,20,201,0.2,1,100,13,True,1.5,1,1,True,4000,1,0,100,True,3,3
1931,5347,12,1,1,5,201,0.2,1,1,15,True,2.0,3,3,True,1000,1,0,1000,True,1,3
1932,10435,15,1,2,3,1910,0.2,4,350,18,True,1.0,1,1,True,2000,1,1500,250,True,1,4
1933,6353,15,1,1,50,203,1.8,1,150,18,False,1.0,1,1,True,500,1,0,1000,False,2,1
1934,9220,15,1,1,15,1911,0.75,1,0,192,True,1.5,1,1,True,500,1,0,1000,True,3,1
1935,1482,1,1,2,75,202,1.0,2,350,14,True,1.0,0,1,True,3000,1,0,1000,True,1,3
1936,4912,2,1,3,50,203,1.8,6,150,14,False,1.0,0,1,True,2000,2,0,1000,False,1,3
1937,451,1,1,6,20,203,0.2,1,350,12,False,1.0,1,2,True,3000,1,0,250,True,1,4
1938,7719,1,2,1,3,201,0.2,1,75,18,True,0.5,1,1,True,100,1,700,0,False,3,1
1939,1288,1,1,1,8,18,0.1,1,250,14,True,1.5,2,3,True,2000,4,1500,1000,True,3,4
1940,2693,13,1,6,30,17,0.5,1,0,12,True,1.5,0,3,True,1000,2,300,50,True,3,3
1941,9562,1,1,1,20,203,1.8,3,75,15,False,1.0,0,1,True,500,1,0,0,True,3,1
1942,202,1,1,2,200,203,1.8,2,250,12,False,3.0,4,5,True,3000,6,1500,1000,False,1,4
1943,13631,1,1,2,1,203,0.2,1,100,15,True,1.0,2,2,True,1000,3,1500,50,True,1,2
1944,12240,3,1,2,3,202,0.2,2,350,16,True,1.0,1,2,True,100,1,0,50,False,2,3
1945,8163,5,1,3,20,201,1.0,1,0,18,False,1.0,3,3,True,0,4,700,50,False,3,4
1946,1138,1,1,3,75,203,1.0,3,350,13,True,1.0,2,2,True,1000,1,0,1000,True,1,4
1947,10092,5,2,1,2,199,0.2,2,350,17,False,1.0,2,5,True,100,1,1500,1000,True,2,2
1948,2809,6,1,1,50,202,1.0,2,350,16,True,3.0,4,5,True,2000,6,0,1000,False,1,4
1949,8195,13,1,2,30,201,1.8,6,350,13,True,1.0,0,2,True,1000,1,0,0,False,1,2
1950,2767,3,1,6,5,18,0.2,1,0,12,True,1.0,1,2,True,1000,1,1500,50,True,3,2
1951,10851,3,1,3,8,201,0.5,1,350,18,False,1.0,1,3,True,500,2,300,1000,False,1,2
1952,9554,11,1,4,2,1912,0.2,1,350,13,True,1.0,1,1,True,1000,1,0,0,True,3,4
1953,8029,1,4,1,10,201,0.75,6,176,18,True,2.0,1,3,True,500,1,0,1000,False,2,3
1954,9652,1,2,2,10,203,1.0,1,250,193,False,1.0,1,1,True,0,1,400,25,True,2,1
1955,12659,12,1,3,10,203,1.8,1,150,15,False,1.5,1,1,True,100,1,0,250,False,3,2
1956,2308,2,1,4,5,1911,0.1,1,350,15,True,1.0,1,3,True,3000,2,1000,250,True,3,1
1957,8475,6,1,2,1,191,0.06,2,150,16,True,1.0,1,2,True,500,1,0,50,True,2,2
1958,6360,6,1,2,30,201,1.8,2,176,18,False,1.0,1,3,True,1000,2,700,50,True,3,4
1959,6363,11,1,6,10,204,0.5,1,176,16,False,1.0,1,1,True,1000,2,700,1000,False,1,2
1960,13563,1,1,1,5,206,1.0,1,176,20,True,2.5,1,1,True,1000,1,300,1000,False,1,2
1961,6814,9,1,6,20,202,1.0,1,75,18,False,1.0,1,1,True,0,2,0,50,True,1,2
1962,9411,15,1,3,20,203,1.0,6,0,13,True,1.5,1,1,True,2000,1,0,1000,False,1,4
1963,7100,1,1,1,10,201,0.5,5,75,16,True,1.5,1,4,True,0,2,1000,1000,False,1,3
1964,7041,5,1,3,15,201,1.0,1,150,13,False,1.0,1,1,True,1000,1,0,25,True,2,2
1965,3630,1,1,6,100,204,3.0,1,50,11,False,1.0,1,3,True,2000,2,1000,100,True,3,3
1966,9932,1,1,4,8,203,0.5,1,176,18,True,1.5,2,2,True,1000,1,0,1000,False,3,4
1967,4106,2,1,1,50,203,1.8,2,350,13,False,1.0,1,1,True,1000,1,600,1000,False,1,2
1968,12749,3,1,1,20,203,3.0,2,50,1911,True,1.0,0,1,True,100,1,0,1000,False,3,1
1969,5926,15,2,3,1,1911,0.1,1,50,15,True,1.5,1,1,True,0,1,700,250,False,3,3
1970,5105,15,1,3,10,18,0.5,2,0,16,True,1.0,1,1,True,0,1,0,1000,False,3,4
1971,12767,1,1,1,2,1912,0.2,5,250,16,True,1.5,1,2,True,1000,1,0,1000,False,3,2
1972,1110,9,2,2,10,18,0.2,1,0,14,True,2.0,4,2,True,1000,1,600,25,True,1,1
1973,6891,15,1,3,3,197,0.1,4,150,16,False,1.0,3,4,True,3000,5,1000,1000,True,1,4
1974,6552,3,1,2,3,18,0.1,2,0,15,False,1.0,1,2,True,500,1,0,0,True,2,1
1975,646,1,1,6,10,18,0.1,6,350,13,True,1.0,1,1,True,2000,1,0,100,False,1,4
1976,12197,1,1,2,2,1912,0.2,6,75,17,False,1.0,1,0,True,2000,1,0,25,False,3,3
1977,9572,11,1,6,10,204,0.75,6,1,15,False,1.0,1,1,True,1000,1,0,50,True,3,2
1978,731,1,1,6,20,17,0.2,1,75,13,True,1.0,1,1,True,2000,1,0,1000,True,3,3
1979,9517,4,1,2,2,195,0.1,1,75,16,True,1.0,1,1,True,500,1,0,1000,True,2,3
1980,3572,2,1,1,50,203,1.0,1,176,16,True,1.0,1,1,True,2000,1,0,250,True,1,3
1981,1549,2,1,2,10,1912,0.2,3,200,11,True,1.0,1,4,True,1000,2,500,1000,True,1,1
1982,3900,6,4,1,75,1910,1.8,6,176,17,True,1.0,1,1,True,500,1,0,1000,False,2,2
1983,4193,5,1,6,3,18,0.09,1,0,14,True,1.0,1,2,True,2000,2,300,25,True,3,3
1984,12048,6,1,2,1,201,0.2,1,350,16,True,1.0,2,3,True,1000,5,300,1000,False,2,3
1985,11975,8,1,2,1,201,0.1,1,350,17,True,1.0,1,2,True,1000,1,0,1000,False,1,2
1986,1283,2,1,6,8,1911,0.1,1,350,12,False,1.0,1,2,True,1000,1,0,1000,False,2,3
1987,11314,2,1,2,20,203,1.8,6,350,10,False,1.0,0,1,True,1000,1,0,1000,False,1,3
1988,13521,14,1,3,5,206,1.0,1,75,16,True,1.5,2,3,True,500,2,0,50,True,3,3
1989,10575,2,1,2,3,197,0.2,1,350,17,True,1.0,0,1,True,2000,1,0,1000,False,2,3
1990,7952,4,2,6,2,198,0.1,6,176,18,True,3.0,1,1,True,1000,1,300,1000,True,1,1
1991,10177,15,2,3,5,198,0.5,3,50,17,True,1.5,1,2,True,0,1,0,1000,False,2,2
1992,4459,1,1,4,1,17,0.03,1,75,17,True,1.0,1,2,True,1000,1,0,1000,True,2,4
1993,9575,5,1,6,5,1910,0.5,2,350,18,True,2.0,2,3,True,4000,3,600,1000,True,1,4
1994,3347,9,1,6,8,202,0.2,1,0,16,False,1.0,2,2,True,2000,1,0,50,True,3,2
1995,9223,2,1,1,15,203,1.0,2,350,17,True,1.0,1,2,True,2000,1,0,25,True,1,3
1996,7847,5,1,1,30,1912,1.8,1,75,18,False,2.5,2,3,True,1000,2,1250,25,False,3,3
1997,8261,1,1,2,30,201,1.8,1,250,16,False,1.0,1,2,True,1000,2,300,1000,False,1,2
1998,6339,2,1,1,100,203,4.0,3,350,18,False,1.0,0,1,True,500,1,0,0,False,1,4
1999,10474,15,2,6,10,203,1.0,6,75,15,True,3.0,1,2,True,100,1,300,100,True,3,1
2000,10243,4,1,3,10,203,1.0,6,1,195,False,2.0,2,2,True,2000,4,1000,1000,True,3,4
2001,2184,1,1,3,20,193,0.5,1,250,10,True,1.0,2,2,True,3000,2,1500,0,False,2,3
2002,9658,1,1,2,30,204,1.8,1,250,193,True,1.5,2,2,True,1000,2,400,250,True,1,4
2003,13505,1,1,2,3,204,0.75,1,250,14,True,1.0,1,1,True,2000,1,0,1000,True,1,2
2004,8996,2,1,5,8,203,0.2,6,176,14,False,1.0,1,1,True,500,1,0,1000,False,2,1
2005,8124,12,1,1,5,195,0.2,1,150,18,True,1.0,1,1,True,100,1,0,1000,True,2,3
2006,9806,1,2,1,1,198,0.1,1,75,194,True,1.0,1,2,True,500,1,700,1000,False,2,2
2007,5743,4,1,2,2,193,0.08,6,350,12,True,1.0,1,2,True,2000,2,1250,25,False,1,3
2008,2156,2,1,3,5,1912,0.2,1,350,14,True,1.0,1,1,True,2000,1,0,1000,True,1,3
2009,12220,2,1,2,15,202,1.8,1,350,18,False,1.0,0,3,True,100,1,0,0,False,2,1
2010,6880,1,1,4,1,194,0.07,1,75,18,True,1.5,1,1,True,2000,2,0,250,True,3,3
2011,12291,1,1,3,1,1911,0.1,1,1,14,True,1.0,0,1,True,0,1,0,25,True,3,2
2012,5817,1,1,5,3,18,0.1,1,0,18,True,1.5,2,3,True,100,2,1,1000,False,3,1
2013,10349,4,1,3,1,195,0.08,1,176,13,True,1.0,0,1,True,100,1,0,0,False,2,3
2014,6310,6,1,3,5,18,0.2,1,75,14,True,1.0,1,2,True,100,2,300,100,True,3,1
2015,12628,5,1,1,5,203,0.75,3,75,194,True,1.0,1,2,True,0,1,0,1000,False,3,1
2016,3820,15,2,1,75,202,1.8,2,75,11,False,1.0,1,1,True,1000,1,0,25,True,1,1
2017,8887,2,1,1,30,203,1.8,2,176,18,False,1.0,0,1,True,1000,1,0,1000,True,1,3
2018,5071,15,1,2,50,203,1.8,1,0,17,True,1.0,1,3,True,500,1,0,1000,False,2,1
2019,13130,4,1,2,5,203,0.75,1,150,18,True,1.0,1,2,True,100,1,0,1000,False,3,1
2020,2266,1,1,1,100,203,1.8,4,300,13,False,1.5,2,4,True,4000,1,0,250,False,2,4
2021,522,8,1,5,30,201,0.2,5,350,12,False,1.0,1,4,False,500,3,200,1000,True,3,3
2022,4620,1,1,4,3,204,0.1,2,100,17,True,1.0,1,1,True,0,1,0,1000,False,3,1
2023,4431,14,1,2,1,17,0.03,1,0,12,True,1.0,1,1,True,100,2,200,1000,True,1,1
2024,2501,2,1,3,50,198,1.0,6,350,11,True,1.0,1,2,True,2000,2,0,1000,False,2,2
2025,608,1,1,1,150,203,1.8,5,350,12,False,3.0,4,5,True,2000,3,800,1000,True,3,4
2026,5331,14,1,3,10,1911,0.2,1,350,15,True,2.0,2,2,True,1000,2,1250,1000,True,1,4
2027,9670,3,1,2,10,203,0.5,2,100,17,True,1.0,1,5,True,1000,1,0,100,True,1,2
2028,6541,2,1,5,5,195,0.2,6,176,14,False,1.0,1,1,True,1000,2,300,1000,True,3,2
2029,12856,1,1,2,5,203,1.0,6,300,14,False,1.0,1,1,True,1000,1,0,1000,False,2,3
2030,11095,6,1,6,1,198,0.1,2,350,10,True,1.0,2,2,True,3000,1,1500,50,True,3,2
2031,6685,1,1,2,20,198,1.0,1,176,16,True,1.0,1,1,True,1000,2,400,250,True,3,2
2032,1460,10,1,6,30,206,0.5,2,300,14,False,1.0,1,0,True,4000,2,600,250,True,3,2
2033,523,1,1,3,200,205,1.8,4,0,13,False,1.0,1,1,True,1000,2,0,50,False,3,2
2034,1213,3,1,3,75,1912,1.0,1,300,14,False,1.0,1,2,True,2000,1,0,250,False,3,3
2035,5189,15,1,2,10,204,0.2,1,350,12,False,1.0,1,1,True,500,1,700,1000,False,1,3
2036,8602,1,1,2,10,203,0.75,1,50,16,False,1.0,1,1,True,500,1,0,100,True,3,1
2037,297,10,1,6,20,201,0.2,1,0,12,False,1.0,1,1,True,2000,2,0,100,True,1,2
2038,11104,3,3,1,1,1911,0.1,1,350,15,True,1.0,1,1,True,2000,1,700,1000,False,3,1
2039,3654,1,2,2,3,17,0.09,4,0,12,False,1.0,1,1,True,500,1,0,1000,True,1,1
2040,10403,1,1,4,5,201,0.5,5,300,18,True,1.0,1,4,True,0,1,0,100,True,1,3
2041,3118,6,1,5,8,202,0.1,4,350,14,True,1.0,1,1,True,2000,1,0,1000,True,1,3
2042,10940,11,1,2,3,202,0.2,1,100,15,True,1.5,1,1,True,500,1,0,1000,False,2,2
2043,5146,4,1,6,2,18,0.07,1,0,17,True,1.0,1,2,True,500,1,800,50,False,3,1
2044,2235,8,3,1,5,17,0.1,1,350,15,True,1.0,1,1,False,100,1,700,0,True,2,1
2045,6815,4,1,3,30,203,1.8,1,176,12,False,1.0,0,1,True,1000,1,0,100,True,1,3
2046,9930,11,2,1,3,198,0.2,2,150,18,False,1.5,1,1,True,500,1,700,50,True,3,1
2047,10961,1,1,3,10,205,0.75,1,75,194,True,1.0,1,2,True,500,2,1000,25,True,2,1
2048,6776,15,1,2,20,203,1.0,1,350,12,False,1.0,1,1,True,4000,1,0,1000,False,3,4
2049,48,1,1,6,20,194,0.2,6,200,10,False,1.0,1,1,True,2000,2,600,1000,True,1,2
2050,8057,2,1,3,30,203,1.8,1,75,15,False,1.0,1,2,True,500,1,0,1000,True,3,2
2051,11647,8,2,6,2,203,0.2,1,0,12,True,1.0,1,1,True,500,1,0,50,False,2,1
2052,10721,1,1,3,1,197,0.09,6,300,194,False,1.0,1,1,True,2000,2,800,1000,False,3,4
2053,1513,1,1,1,3,17,0.07,1,350,13,True,1.0,1,2,True,500,1,0,1000,True,2,3
2054,13354,3,1,2,3,203,0.5,1,176,18,True,1.0,1,2,True,0,2,400,0,True,3,2
2055,13620,1,1,1,5,204,1.0,4,150,20,True,1.0,1,1,True,2000,3,700,1000,False,2,3
2056,13772,2,1,1,2,205,0.5,1,176,16,True,1.0,0,2,True,500,1,0,1000,False,2,2
2057,6576,1,1,3,50,203,1.8,4,100,16,False,1.5,1,1,True,1000,1,0,1000,False,3,3
2058,5369,6,1,3,30,204,1.8,6,350,13,True,1.0,1,0,True,1000,2,300,1000,True,1,4
2059,1523,2,2,1,2,18,0.1,1,176,14,True,1.0,1,1,True,0,1,0,0,True,1,4
2060,10091,6,2,1,1,203,0.2,2,350,15,True,1.0,1,4,True,500,1,300,25,False,2,1
2061,6474,3,1,2,20,203,0.75,1,350,18,True,1.5,1,3,True,1000,2,600,0,False,2,1
2062,9426,1,1,1,3,1911,0.1,5,350,13,True,1.0,0,2,True,1000,1,700,25,False,3,4
2063,13500,1,1,6,3,203,0.75,6,150,16,False,1.0,1,1,True,1000,1,0,250,False,1,3
2064,13353,3,1,1,5,203,1.0,1,250,17,True,1.0,0,1,True,0,1,0,25,True,1,1
2065,13458,3,1,1,1,202,0.2,1,150,20,True,1.5,3,4,True,1000,1,0,1000,False,2,4
2066,8599,6,1,1,10,202,0.75,1,350,18,False,1.5,1,1,True,1000,2,1500,1000,False,1,2
2067,3324,2,1,3,30,199,0.75,2,100,16,True,1.0,1,1,True,500,1,0,1000,False,1,2
2068,12072,1,1,5,3,1912,0.2,1,300,17,True,1.5,2,2,True,1000,1,0,1000,True,2,4
2069,11754,2,1,3,3,1912,0.2,1,300,199,True,1.5,1,2,True,500,1,0,1000,True,2,4
2070,974,1,1,3,75,202,1.0,6,0,12,True,1.0,1,3,True,100,1,0,100,False,3,4
2071,7126,9,1,2,5,1910,0.2,3,350,18,True,1.0,2,4,True,1000,5,500,100,True,3,3
2072,6625,8,1,5,8,204,0.2,1,150,14,False,1.0,1,1,True,500,1,0,1000,True,2,1
