,id,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,price,Da_hood_1,Da_hood_2,Da_hood_3,Cancel_flexible,Cancel_moderate,Cancel_strict_14_with_grace_period,Room_Entire home/apt,Room_Hotel room,Room_Private room,Room_Shared room
1594,6284,5,2,203,0.2,1,350,18,True,1.0,1,2,True,0,1,1000,500,True,2,0,1,0,0,0,1,1,0,0,0
1595,7006,3,15,203,1.0,2,150,18,True,1.0,1,1,True,1000,1,0,25,False,2,0,0,1,1,0,0,1,0,0,0
1596,5310,1,15,203,1.0,6,250,14,False,1.0,0,1,True,1000,2,500,500,True,3,1,0,0,0,0,1,1,0,0,0
1597,3001,6,2,17,0.0,1,0,16,True,1.0,1,2,True,1000,1,0,25,True,3,0,1,0,0,1,0,1,0,0,0
1598,6785,1,2,202,0.2,6,150,17,False,3.0,1,0,True,0,1,0,25,False,1,1,0,0,0,0,1,0,0,1,0
1599,2280,3,50,204,1.0,2,150,15,True,1.0,0,1,True,100,1,0,500,False,2,0,0,1,0,0,1,1,0,0,0
1600,243,3,50,205,1.0,6,250,11,False,2.0,3,3,True,2400,1,0,500,True,4,0,0,1,0,0,1,1,0,0,0
1601,9014,2,15,202,1.0,1,250,19,False,1.5,2,2,True,1000,4,500,100,False,3,0,0,1,0,0,1,1,0,0,0
1602,2380,4,2,17,0.0,1,150,15,True,1.0,1,4,True,1000,3,500,500,True,3,0,0,1,1,0,0,1,0,0,0
1603,6464,6,2,203,0.2,1,350,14,False,1.0,1,1,True,1000,1,0,500,True,4,1,0,0,0,1,0,1,0,0,0
1604,3408,2,15,201,0.5,6,350,16,False,1.0,1,3,True,0,3,1000,500,False,4,0,1,0,0,1,0,1,0,0,0
1605,8111,5,0,18,0.0,1,350,16,True,1.0,1,4,True,0,1,0,500,True,3,0,1,0,0,1,0,1,0,0,0
1606,937,2,50,203,2.0,6,350,13,True,1.0,0,1,True,1000,1,0,0,False,2,1,0,0,0,0,1,1,0,0,0
1607,490,6,15,19,0.0,2,350,12,True,1.0,1,0,True,2400,2,500,500,False,2,1,0,0,1,0,0,1,0,0,0
1608,12901,2,2,201,0.5,6,350,16,True,1.0,1,2,True,1000,3,1,500,False,2,1,0,0,0,1,0,1,0,0,0
1609,11424,6,0,202,0.2,1,350,17,True,1.0,1,1,True,0,1,0,500,False,3,1,0,0,0,0,1,0,0,1,0
1610,7417,2,50,203,2.0,1,0,15,False,1.0,1,1,True,100,1,0,25,True,1,0,0,1,0,0,1,1,0,0,0
1611,10611,3,2,203,1.0,1,0,18,False,1.0,0,1,True,1000,1,0,25,False,1,0,0,1,0,1,0,1,0,0,0
1612,472,2,15,203,1.0,1,50,13,False,1.0,0,3,True,100,1,0,100,True,1,1,0,0,0,0,1,1,0,0,0
1613,2385,2,50,202,2.0,1,350,15,False,1.0,1,2,True,2400,1,0,500,False,2,0,0,1,0,0,1,1,0,0,0
1614,13758,3,2,205,1.0,2,50,14,True,1.0,2,2,True,1000,4,500,25,False,4,0,1,0,0,1,0,1,0,0,0
1615,11950,1,2,201,0.5,2,0,15,True,1.0,1,2,True,100,1,1,25,True,1,0,0,1,0,1,0,0,0,1,0
1616,535,6,2,203,0.0,3,350,13,True,1.5,1,2,True,2400,2,0,500,True,4,1,0,0,0,1,0,1,0,0,0
1617,3530,3,15,19,0.5,1,250,16,True,2.0,2,4,True,2400,4,500,500,True,4,0,0,1,0,1,0,1,0,0,0
1618,9922,3,2,19,0.2,6,350,16,True,2.0,1,5,True,0,1,500,500,False,1,0,1,0,0,0,1,0,1,0,0
1619,3053,5,15,203,0.5,1,0,14,False,1.0,1,1,True,100,1,0,500,True,3,1,0,0,1,0,0,1,0,0,0
1620,10147,5,2,203,0.2,3,150,15,False,1.0,1,1,True,1000,1,1,100,False,3,0,0,1,0,1,0,1,0,0,0
1621,12750,1,0,202,0.2,6,350,12,False,1.0,1,2,True,2400,1,0,25,False,2,0,0,1,1,0,0,1,0,0,0
1622,2569,5,2,18,0.0,3,150,15,True,1.5,1,1,True,1000,1,0,500,True,1,0,0,1,0,1,0,0,0,1,0
1623,3358,4,15,202,0.5,1,50,15,True,1.0,1,2,True,1000,1,0,500,True,4,0,0,1,0,0,1,1,0,0,0
1624,13293,2,2,203,1.0,1,350,13,True,1.0,1,1,True,100,1,0,500,False,2,0,1,0,1,0,0,1,0,0,0
1625,2411,6,2,202,0.2,6,250,13,False,2.0,2,3,True,1000,3,1,500,True,3,0,0,1,0,0,1,1,0,0,0
1626,13684,2,0,203,0.2,1,150,20,True,1.0,2,2,True,1000,1,0,25,True,3,1,0,0,0,0,1,1,0,0,0
1627,5265,2,2,18,0.2,2,0,16,True,1.0,1,2,True,100,1,0,25,False,1,0,0,1,0,0,1,1,0,0,0
1628,12724,2,2,203,1.0,1,150,19,False,1.5,1,3,True,1000,1,0,25,False,4,1,0,0,0,0,1,1,0,0,0
1629,4667,2,50,203,2.0,1,250,13,True,1.0,1,1,True,1000,2,1000,500,True,3,1,0,0,1,0,0,1,0,0,0
1630,605,1,15,18,0.2,5,350,12,False,1.0,1,1,True,100,1,500,500,True,4,1,0,0,0,1,0,1,0,0,0
1631,13652,1,2,204,1.0,1,250,20,True,2.0,1,1,True,2400,1,0,500,False,4,1,0,0,0,0,1,1,0,0,0
1632,2880,6,2,201,0.0,1,250,16,True,1.0,1,1,True,0,1,0,100,True,1,0,0,1,0,1,0,1,0,0,0
1633,8245,2,2,203,0.5,6,350,14,False,1.0,1,2,True,1000,1,0,500,False,3,0,0,1,0,0,1,1,0,0,0
1634,4304,3,2,18,0.0,4,50,16,True,1.0,1,3,True,100,2,1000,25,False,1,0,0,1,0,1,0,1,0,0,0
1635,7074,3,2,19,0.5,6,150,15,True,1.0,1,1,True,100,1,0,100,True,1,0,0,1,0,0,1,1,0,0,0
1636,3436,1,50,205,1.0,5,150,16,False,1.5,2,2,True,1000,3,1000,500,False,3,1,0,0,0,0,1,1,0,0,0
1637,7502,1,2,201,0.2,6,50,14,True,1.0,1,1,True,0,1,0,500,True,3,0,0,1,0,1,0,1,0,0,0
1638,13755,2,0,203,0.2,4,150,18,True,1.5,3,4,True,1000,1,0,500,False,4,0,0,1,1,0,0,1,0,0,0
1639,247,5,2,18,0.0,6,150,11,False,3.0,3,0,True,2400,1,0,25,True,4,1,0,0,0,0,1,1,0,0,0
1640,10454,1,2,201,0.5,1,50,18,True,1.0,0,1,True,100,1,0,500,True,1,1,0,0,0,1,0,1,0,0,0
1641,4407,2,50,203,2.0,1,0,17,True,1.5,2,4,True,100,4,1,25,True,1,1,0,0,1,0,0,1,0,0,0
1642,13827,3,0,206,1.0,6,250,13,False,1.0,1,3,True,1000,1,0,500,True,3,0,0,1,1,0,0,1,0,0,0
1643,8011,6,2,202,0.2,6,150,13,True,1.0,0,1,True,100,1,0,100,False,1,0,0,1,0,1,0,1,0,0,0
1644,13547,3,0,203,0.2,6,150,14,True,1.0,0,1,True,1000,1,0,500,False,3,1,0,0,1,0,0,1,0,0,0
1645,6498,3,2,19,0.2,2,150,18,True,1.0,0,1,True,100,1,0,500,False,1,0,1,0,1,0,0,1,0,0,0
1646,1141,1,2,18,0.0,1,350,14,True,1.5,2,3,True,100,1,500,0,False,1,0,0,1,0,0,1,0,0,1,0
1647,2980,2,15,202,0.2,1,0,16,True,2.0,1,1,True,100,2,500,25,True,1,0,0,1,0,1,0,1,0,0,0
1648,5258,5,2,201,0.0,2,0,16,True,1.0,1,1,True,100,2,1,500,True,2,0,0,1,0,1,0,1,0,0,0
1649,1222,2,50,202,0.5,6,0,14,False,2.5,2,4,True,2400,4,0,100,False,4,1,0,0,0,0,1,1,0,0,0
1650,1985,3,2,204,0.2,4,350,15,False,1.0,1,3,True,100,3,1000,500,True,4,0,0,1,0,0,1,0,0,1,0
1651,7179,3,15,202,1.0,2,0,18,True,1.0,1,4,True,1000,3,500,500,False,3,0,0,1,1,0,0,1,0,0,0
1652,11047,2,0,202,0.2,2,150,17,False,1.0,1,5,True,100,1,0,500,False,2,0,0,1,0,1,0,1,0,0,0
1653,11431,1,2,19,0.2,6,350,13,True,3.0,7,5,True,2400,6,500,500,False,4,0,0,1,0,0,1,1,0,0,0
1654,395,6,2,17,0.0,1,150,12,True,1.0,0,3,True,1000,2,500,100,True,2,0,0,1,0,0,1,1,0,0,0
1655,8876,2,0,19,0.0,3,150,15,True,1.0,1,2,True,1000,4,0,500,False,3,1,0,0,0,1,0,1,0,0,0
1656,3978,4,50,205,2.0,6,250,14,False,1.0,1,2,True,1000,2,500,25,False,2,0,0,1,0,0,1,1,0,0,0
1657,13481,2,2,204,0.5,3,350,15,False,1.0,1,1,True,1000,1,0,25,False,2,1,0,0,1,0,0,1,0,0,0
1658,2459,2,50,19,1.0,6,350,11,True,1.0,1,2,True,1000,2,500,100,False,2,0,1,0,0,0,1,1,0,0,0
1659,156,1,15,203,0.2,6,350,11,False,1.0,1,1,True,1000,2,1000,25,False,4,0,1,0,1,0,0,1,0,0,0
1660,1677,4,2,19,0.2,1,350,15,True,1.5,2,2,True,1000,1,0,500,True,3,0,1,0,0,0,1,1,0,0,0
1661,10559,3,0,19,0.0,6,150,19,False,1.0,1,1,True,1000,2,500,500,False,4,1,0,0,0,1,0,1,0,0,0
1662,7918,5,2,202,0.2,1,0,18,False,1.0,1,1,True,100,1,0,500,False,3,0,0,1,0,1,0,1,0,0,0
1663,5670,6,15,203,0.5,6,350,15,False,1.0,1,4,True,1000,2,500,500,True,3,0,0,1,0,1,0,1,0,0,0
1664,3506,1,15,206,0.5,1,50,15,False,1.0,1,2,True,1000,2,1000,25,True,1,0,0,1,0,1,0,1,0,0,0
1665,13242,1,2,205,0.5,1,50,20,False,1.0,3,5,True,1000,2,1,500,False,3,0,1,0,0,0,1,1,0,0,0
1666,10687,2,15,203,2.0,2,150,18,False,1.0,1,1,True,1000,1,0,25,True,2,0,0,1,0,1,0,1,0,0,0
1667,7777,3,2,203,0.0,2,0,16,True,1.0,1,0,True,1000,1,1,100,True,2,0,0,1,0,0,1,1,0,0,0
1668,961,3,50,203,2.0,1,250,12,False,2.0,4,5,True,2400,3,500,500,True,4,0,0,1,0,0,1,1,0,0,0
1669,4142,3,2,19,0.2,1,0,12,True,1.0,1,2,True,100,1,0,25,True,1,0,1,0,0,1,0,1,0,0,0
1670,13104,1,15,203,2.0,1,350,17,False,1.0,1,1,True,1000,1,0,500,True,3,0,0,1,0,1,0,1,0,0,0
1671,7797,1,15,19,1.0,1,0,17,True,1.0,1,1,True,100,1,0,500,False,1,0,0,1,1,0,0,1,0,0,0
1672,1899,6,50,202,1.0,1,0,15,True,1.0,1,1,True,100,1,0,500,True,1,0,1,0,0,0,1,1,0,0,0
1673,289,5,50,203,0.5,4,350,12,False,1.0,1,2,True,0,1,1,100,True,2,0,0,1,0,0,1,0,0,1,0
1674,1407,3,2,203,0.0,6,0,14,False,1.0,1,2,True,100,2,1,500,True,2,0,1,0,0,0,1,1,0,0,0
1675,8697,2,2,19,0.5,1,50,14,False,1.0,0,1,True,1000,1,0,500,False,3,0,1,0,1,0,0,1,0,0,0
1676,2607,1,50,203,1.0,1,350,16,True,1.0,1,0,True,1000,1,0,500,False,2,0,1,0,0,1,0,1,0,0,0
1677,3535,3,2,19,0.0,6,350,14,True,2.0,2,3,True,2400,1,0,500,True,4,1,0,0,0,1,0,1,0,0,0
1678,8050,6,15,202,1.0,1,250,16,False,1.0,0,2,True,100,2,1,100,True,3,0,0,1,0,0,1,1,0,0,0
1679,5058,2,2,18,0.0,1,0,17,True,1.0,1,1,True,100,1,500,0,True,1,0,0,1,1,0,0,1,0,0,0
1680,2400,1,15,17,0.2,2,350,14,False,1.0,1,3,True,0,1,1,500,True,1,1,0,0,1,0,0,0,0,1,0
1681,6813,6,0,18,0.0,1,50,17,True,1.0,1,1,True,2400,1,0,500,True,3,0,0,1,1,0,0,1,0,0,0
1682,10886,1,15,203,2.0,6,250,14,False,1.0,1,1,True,1000,2,500,500,True,3,1,0,0,0,0,1,1,0,0,0
1683,2003,3,15,19,0.2,6,350,13,False,1.0,1,4,True,1000,1,0,500,True,4,0,0,1,0,1,0,1,0,0,0
1684,10946,5,2,19,0.2,4,250,19,True,1.5,2,3,True,0,1,0,500,False,2,0,0,1,1,0,0,1,0,0,0
1685,8984,6,2,202,0.0,6,150,19,True,1.0,2,4,True,1000,4,1,100,False,4,0,0,1,1,0,0,1,0,0,0
1686,13747,6,0,203,0.2,3,250,19,True,1.0,0,2,True,100,1,0,500,False,4,0,1,0,1,0,0,1,0,0,0
1687,12177,3,2,203,0.5,2,150,14,True,1.0,1,1,True,2400,1,0,500,False,3,1,0,0,0,1,0,1,0,0,0
1688,8964,3,15,203,0.5,6,350,11,False,1.5,1,1,True,1000,1,0,500,False,4,0,1,0,1,0,0,1,0,0,0
1689,12099,2,15,202,1.0,2,0,13,False,1.0,1,2,True,100,1,0,500,False,1,0,0,1,1,0,0,1,0,0,0
1690,8252,2,2,205,0.5,2,350,18,True,1.0,1,1,True,1000,1,0,500,False,2,0,1,0,1,0,0,1,0,0,0
1691,3616,6,15,202,0.5,6,250,15,True,1.0,1,2,True,1000,3,0,25,False,1,1,0,0,0,0,1,1,0,0,0
1692,12483,1,0,202,0.2,6,350,12,False,1.0,0,2,True,2400,1,0,25,False,1,0,0,1,1,0,0,1,0,0,0
1693,1343,3,15,18,0.2,1,350,11,True,1.0,0,1,True,1000,1,0,500,True,3,1,0,0,0,0,1,1,0,0,0
1694,5944,3,50,203,2.0,2,0,17,False,1.0,1,2,True,100,4,500,100,False,3,0,0,1,1,0,0,1,0,0,0
1695,5026,1,2,18,0.0,1,350,17,True,1.0,1,1,True,1000,1,0,500,False,2,1,0,0,1,0,0,0,0,0,1
1696,10389,3,2,203,0.5,1,50,16,True,1.0,1,3,True,100,3,1,500,False,2,0,0,1,1,0,0,1,0,0,0
1697,4026,1,0,17,0.0,6,350,14,False,1.0,1,1,True,1000,1,0,500,True,4,1,0,0,0,0,1,1,0,0,0
1698,95,6,15,203,0.0,6,350,11,False,1.0,1,0,True,100,1,0,500,False,1,0,0,1,1,0,0,1,0,0,0
1699,3753,3,0,17,0.0,1,50,16,True,1.0,1,2,True,1000,1,0,500,True,4,0,1,0,1,0,0,1,0,0,0
1700,2232,6,2,17,0.0,6,350,14,False,1.0,0,2,True,2400,1,0,100,True,1,1,0,0,0,0,1,1,0,0,0
1701,9197,1,15,203,2.0,1,150,17,False,2.0,2,3,True,1000,1,0,500,True,4,1,0,0,0,1,0,1,0,0,0
1702,9649,3,2,202,1.0,1,0,15,False,1.0,2,2,True,1000,5,500,25,False,3,1,0,0,0,1,0,1,0,0,0
1703,5478,6,50,203,2.0,1,250,17,False,1.0,1,2,True,100,2,500,25,True,1,0,0,1,0,0,1,1,0,0,0
1704,6666,4,2,19,0.2,1,0,18,True,1.0,1,1,True,100,2,1,500,True,1,0,0,1,1,0,0,1,0,0,0
1705,9218,3,0,19,0.0,1,50,17,True,1.0,1,3,True,0,1,0,500,True,1,0,0,1,0,1,0,0,0,1,0
1706,9691,1,0,204,0.2,6,150,15,True,2.0,4,4,True,1000,1,500,100,False,2,1,0,0,0,0,1,0,0,1,0
1707,9708,2,15,206,2.0,5,0,15,True,1.0,1,1,True,100,3,500,100,False,1,0,1,0,0,0,1,1,0,0,0
1708,10025,3,2,203,0.2,2,250,15,True,1.0,1,1,True,1000,1,0,100,True,1,0,0,1,0,1,0,1,0,0,0
1709,4980,2,50,203,2.0,2,150,16,True,1.0,1,1,True,100,1,0,500,False,1,0,0,1,0,0,1,1,0,0,0
1710,7323,2,15,202,0.5,1,350,18,False,1.0,1,2,True,1000,1,0,100,True,3,0,0,1,0,1,0,1,0,0,0
1711,3394,3,0,17,0.0,1,0,16,True,1.0,1,1,True,100,1,0,500,True,1,0,0,1,1,0,0,0,0,1,0
1712,5005,1,2,18,0.0,1,150,14,True,1.0,1,1,True,100,1,1000,25,True,2,0,0,1,0,1,0,0,0,1,0
1713,13174,6,2,203,0.5,5,150,19,True,1.5,2,3,True,1000,1,0,500,False,4,0,0,1,0,1,0,1,0,0,0
1714,11070,4,2,201,0.5,1,150,19,False,1.0,1,1,True,1000,1,1000,25,True,3,0,0,1,0,1,0,1,0,0,0
1715,2601,1,2,18,0.0,1,0,15,True,1.0,1,1,True,1000,1,0,0,True,3,0,1,0,0,1,0,1,0,0,0
1716,6259,2,50,203,2.0,2,150,16,False,1.0,1,3,True,0,2,1,25,False,2,0,0,1,0,1,0,1,0,0,0
1717,2318,3,50,203,2.0,2,50,15,False,1.0,1,0,True,1000,1,0,0,False,3,1,0,0,0,0,1,1,0,0,0
1718,9444,3,15,202,2.0,6,150,13,True,1.0,0,0,True,1000,1,0,500,False,2,0,0,1,0,0,1,1,0,0,0
1719,9650,3,2,19,0.2,1,150,15,False,2.0,1,1,True,1000,1,0,500,True,1,0,0,1,0,1,0,0,0,1,0
1720,6291,1,15,203,1.0,3,250,16,True,1.0,2,3,True,2400,3,500,25,False,3,0,0,1,0,0,1,1,0,0,0
1721,9597,2,15,203,2.0,1,50,17,False,1.0,1,1,True,1000,1,0,25,True,2,0,0,1,0,1,0,1,0,0,0
1722,8168,3,50,205,2.0,6,150,11,True,3.0,4,5,True,1000,2,1,100,True,4,0,1,0,0,0,0,1,0,0,0
1723,6171,2,15,19,0.5,4,150,18,True,1.0,1,1,True,100,1,0,500,True,3,1,0,0,0,0,1,1,0,0,0
1724,7178,2,2,203,0.2,6,150,12,True,1.5,1,1,True,1000,1,0,500,True,2,0,1,0,0,0,1,1,0,0,0
1725,9671,3,2,19,0.5,1,150,17,True,1.0,1,2,True,100,1,0,500,False,3,0,0,1,0,1,0,1,0,0,0
1726,10143,3,2,202,1.0,1,50,19,False,1.0,1,1,True,0,1,0,0,True,1,0,0,1,0,0,1,0,0,1,0
1727,7180,3,0,19,0.0,2,0,16,True,1.0,1,1,True,100,1,0,25,False,1,0,1,0,1,0,0,1,0,0,0
1728,9366,2,2,202,0.5,4,250,17,False,1.5,1,1,True,100,2,500,500,False,3,0,0,1,0,1,0,1,0,0,0
1729,11106,2,2,19,0.2,3,350,15,True,1.0,0,1,True,100,3,1000,500,True,2,0,1,0,0,1,0,1,0,0,0
1730,5291,6,50,19,2.0,2,350,15,False,1.0,1,1,True,0,1,0,100,True,1,0,0,1,0,1,0,1,0,0,0
1731,9511,1,50,203,2.0,1,350,18,False,1.0,0,1,True,1000,1,500,25,True,2,1,0,0,0,1,0,1,0,0,0
1732,10117,3,15,203,2.0,6,50,14,False,1.0,1,2,True,1000,2,1,25,False,3,1,0,0,1,0,0,1,0,0,0
1733,5513,6,15,205,0.5,1,150,16,False,1.0,1,1,True,1000,1,0,500,True,2,0,0,1,0,1,0,1,0,0,0
1734,700,3,15,19,0.2,6,250,13,False,1.5,2,2,True,2400,1,0,500,True,4,0,1,0,0,0,1,1,0,0,0
1735,7911,1,15,19,0.5,6,250,12,False,1.0,2,3,True,2400,1,0,25,False,3,0,0,1,1,0,0,1,0,0,0
1736,11242,1,2,19,0.2,6,350,19,True,2.0,3,5,True,1000,1,0,25,False,4,0,1,0,0,1,0,1,0,0,0
1737,4365,2,2,203,0.2,5,250,15,False,1.5,1,2,True,0,1,0,25,True,1,0,0,1,1,0,0,0,0,1,0
1738,3780,3,15,201,0.5,1,250,17,True,1.0,1,1,True,100,1,0,500,True,2,1,0,0,1,0,0,1,0,0,0
1739,5055,5,15,19,0.5,2,50,17,True,1.0,0,1,True,100,1,1000,25,False,1,0,1,0,1,0,0,1,0,0,0
1740,241,3,15,203,0.2,6,350,11,True,1.0,1,2,True,0,2,0,500,True,2,0,0,1,0,1,0,1,0,0,0
1741,2374,3,2,19,0.0,1,350,15,True,1.0,1,2,True,100,1,0,100,True,2,1,0,0,1,0,0,1,0,0,0
1742,6431,3,2,18,0.0,1,0,18,True,1.0,1,3,True,100,1,0,500,True,1,0,1,0,0,1,0,1,0,0,0
1743,8857,2,2,19,0.5,1,350,18,False,1.0,1,1,True,1000,1,0,25,False,2,0,0,1,1,0,0,1,0,0,0
1744,719,6,50,203,0.5,3,350,12,False,3.0,3,4,True,1000,4,1000,500,True,4,1,0,0,0,0,1,1,0,0,0
1745,5832,5,2,18,0.2,5,50,16,True,1.0,0,1,True,100,3,1,100,False,1,1,0,0,0,0,1,1,0,0,0
1746,11010,1,15,203,2.0,6,50,14,True,1.0,1,1,True,1000,1,0,500,False,2,1,0,0,0,0,1,1,0,0,0
1747,7516,2,15,203,2.0,1,150,18,True,1.0,0,2,True,100,2,0,25,False,2,0,0,1,1,0,0,1,0,0,0
1748,6887,6,15,201,0.5,1,50,18,False,1.0,0,2,True,100,1,0,25,False,4,1,0,0,1,0,0,1,0,0,0
1749,12896,3,0,202,0.2,1,50,19,True,1.0,1,1,True,100,3,1,500,False,2,0,1,0,0,0,1,1,0,0,0
1750,11080,1,15,203,1.0,6,50,14,True,1.0,1,1,True,1000,1,0,500,True,3,1,0,0,0,0,1,1,0,0,0
1751,4954,1,50,203,2.0,3,250,17,False,1.0,1,1,True,100,2,0,25,True,1,0,0,1,0,0,1,1,0,0,0
1752,6130,2,0,18,0.0,1,0,18,True,1.0,0,1,True,1000,1,0,500,False,4,1,0,0,1,0,0,1,0,0,0
1753,3880,5,2,18,0.0,2,0,13,True,3.0,3,3,True,0,4,1,500,True,4,1,0,0,1,0,0,1,0,0,0
1754,8300,3,2,19,0.5,1,50,14,True,1.0,1,2,True,0,2,1,100,True,3,0,1,0,0,1,0,1,0,0,0
1755,7304,2,15,205,0.5,2,150,15,False,2.0,1,2,True,2400,2,500,500,True,3,1,0,0,0,1,0,1,0,0,0
1756,51,2,50,203,2.0,3,250,11,False,1.0,1,1,True,1000,1,0,500,False,3,1,0,0,0,0,1,1,0,0,0
1757,13087,1,0,204,0.2,2,50,13,True,1.0,1,2,True,1000,4,1000,25,False,3,1,0,0,0,1,0,1,0,0,0
1758,4787,3,2,18,0.0,1,150,13,True,1.0,0,3,True,1000,3,1000,500,True,4,1,0,0,0,1,0,1,0,0,0
1759,13410,3,2,204,0.5,1,150,20,True,1.0,1,2,True,1000,1,0,25,True,4,0,0,1,1,0,0,1,0,0,0
1760,7818,1,0,18,0.0,2,350,16,True,2.0,1,2,True,100,1,500,0,True,1,1,0,0,1,0,0,0,0,1,0
1761,9112,2,50,203,2.0,1,0,19,False,1.0,1,1,True,100,1,0,500,False,1,0,1,0,0,1,0,1,0,0,0
1762,4452,1,15,202,1.0,2,350,17,False,1.0,1,3,True,0,1,500,100,False,1,0,0,1,0,0,1,0,0,1,0
1763,7976,2,15,205,1.0,2,250,18,False,2.0,1,1,True,1000,1,0,100,False,1,0,0,1,1,0,0,1,0,0,0
1764,11565,2,15,203,2.0,1,150,13,False,1.0,1,1,True,100,1,0,25,True,2,0,0,1,1,0,0,1,0,0,0
1765,1964,1,2,17,0.0,1,50,13,True,1.0,1,2,True,1000,2,0,500,True,2,0,1,0,0,0,1,1,0,0,0
1766,1785,1,2,17,0.0,1,0,15,True,1.0,1,2,True,1000,1,0,500,False,1,0,0,1,0,1,0,1,0,0,0
1767,4141,3,2,19,0.0,1,0,17,True,1.5,1,1,True,1000,2,1,500,False,1,0,0,1,0,0,1,1,0,0,0
1768,3086,6,15,201,0.5,6,50,14,False,2.0,2,3,True,1000,1,0,100,True,1,0,0,1,0,1,0,1,0,0,0
1769,5300,3,2,19,0.2,6,350,17,True,1.0,1,1,True,0,1,1,500,True,1,0,0,1,1,0,0,0,0,1,0
1770,13624,5,2,204,0.5,2,150,16,False,1.0,0,2,True,1000,2,1,500,False,2,0,0,1,1,0,0,1,0,0,0
1771,6098,2,15,203,1.0,6,250,11,False,1.5,1,1,True,2400,1,0,25,True,4,1,0,0,0,1,0,1,0,0,0
1772,11640,1,2,19,0.5,1,0,16,True,1.5,2,2,True,100,1,0,500,True,3,0,1,0,1,0,0,1,0,0,0
1773,12262,4,0,19,0.0,1,150,16,True,1.0,0,2,True,100,1,0,25,True,3,0,0,1,0,1,0,1,0,0,0
1774,8514,2,2,19,0.0,2,50,14,False,1.0,0,1,True,0,2,0,500,False,1,0,1,0,0,1,0,1,0,0,0
1775,7465,3,2,18,0.0,1,50,17,True,1.0,1,3,True,100,2,500,25,False,1,0,0,1,0,1,0,1,0,0,0
1776,2038,3,50,203,2.0,6,50,13,False,1.0,1,2,True,1000,2,1000,25,True,4,1,0,0,0,0,1,1,0,0,0
1777,4939,6,0,18,0.0,4,50,14,True,1.0,1,2,True,2400,1,0,25,True,4,1,0,0,0,0,1,1,0,0,0
1778,2271,2,2,19,0.0,1,150,15,True,1.0,1,2,True,2400,1,0,0,False,3,1,0,0,1,0,0,1,0,0,0
1779,1622,3,2,17,0.0,1,350,15,False,1.0,0,3,True,2400,2,500,500,True,3,0,0,1,0,1,0,1,0,0,0
1780,13341,3,2,206,0.5,1,150,15,True,1.0,1,1,True,100,1,0,500,True,2,0,0,1,0,0,1,1,0,0,0
1781,7805,6,2,203,0.2,5,50,14,True,1.0,1,0,True,1000,1,1,25,True,2,1,0,0,0,1,0,1,0,0,0
1782,6965,2,50,203,2.0,2,50,14,False,2.0,2,2,True,0,1,0,25,True,1,0,0,1,0,1,0,0,0,1,0
1783,5585,3,15,202,1.0,6,350,14,False,1.0,0,1,True,2400,3,0,500,False,3,1,0,0,0,0,1,1,0,0,0
1784,7176,6,2,205,0.2,1,250,18,True,1.5,0,1,True,1000,1,0,100,True,2,0,0,1,0,0,1,1,0,0,0
1785,10129,2,15,203,2.0,1,350,18,False,1.0,1,4,True,100,2,1,25,False,1,0,0,1,0,0,1,1,0,0,0
1786,703,2,15,19,0.2,2,50,13,True,1.0,1,1,True,100,1,0,0,False,2,0,0,1,0,0,1,0,0,1,0
1787,2750,1,15,19,0.5,6,150,16,False,2.5,3,5,True,100,1,0,500,False,4,0,0,1,0,1,0,1,0,0,0
1788,2290,1,2,201,0.2,6,350,12,True,1.0,0,2,True,0,1,0,500,True,3,0,0,1,0,0,1,1,0,0,0
1789,11584,1,2,202,1.0,1,350,19,True,2.0,3,5,True,1000,5,0,25,False,4,0,0,1,1,0,0,1,0,0,0
1790,12651,6,15,203,2.0,2,50,19,True,1.0,2,2,True,100,1,0,25,False,3,0,0,1,0,0,1,1,0,0,0
1791,7012,1,2,19,0.0,1,350,18,True,1.0,1,1,True,100,1,1,0,True,2,0,0,1,1,0,0,0,0,1,0
1792,6520,3,15,202,1.0,3,150,18,False,1.0,0,2,True,100,2,1,500,True,1,0,0,1,0,1,0,1,0,0,0
1793,6094,1,2,19,0.5,2,0,17,False,1.5,1,3,True,1000,1,500,500,False,4,1,0,0,0,0,1,1,0,0,0
1794,12468,2,0,201,0.0,1,0,16,True,3.0,3,4,True,1000,1,0,500,True,4,0,0,1,0,1,0,1,0,0,0
1795,8741,2,2,205,0.2,2,250,13,True,1.0,0,1,True,100,1,0,500,False,1,0,0,1,0,0,1,1,0,0,0
1796,8349,2,0,19,0.0,1,0,18,True,2.0,1,1,True,0,1,1,500,False,1,0,0,1,1,0,0,0,0,1,0
1797,5197,6,0,18,0.0,6,50,15,False,1.0,1,2,True,2400,1,0,500,True,4,0,1,0,0,1,0,1,0,0,0
1798,2853,2,2,19,0.0,2,350,12,False,1.0,0,2,True,1000,1,1,500,True,2,1,0,0,0,1,0,1,0,0,0
1799,6017,3,0,18,0.0,6,350,12,True,1.0,1,2,True,0,1,0,500,True,4,0,0,1,0,0,1,1,0,0,0
1800,6264,2,50,203,2.0,1,250,13,True,1.0,1,1,True,100,4,1000,25,True,2,0,0,1,0,1,0,1,0,0,0
